new_formula,composition_vector,is_superconductor
Mg1Sn1Au1,"[12, 1.0, 50, 1.0, 79, 1.0]",1
Mg1Sb1Pt1,"[12, 1.0, 51, 1.0, 78, 1.0]",0
Mg15Si2Ir5,"[12, 15.0, 14, 2.0, 77, 5.0]",1
Mg1Te1,"[12, 1.0, 52, 1.0]",1
Mg1Te2,"[12, 1.0, 52, 2.0]",1
Mg1I2,"[12, 1.0, 53, 2.0]",1
Cs1Mg1I3,"[55, 1.0, 12, 1.0, 53, 3.0]",1
La1Mg1Au1,"[57, 1.0, 12, 1.0, 79, 1.0]",0
La1Mg1Tl1,"[57, 1.0, 12, 1.0, 81, 1.0]",0
La4Mg1Ir1,"[57, 4.0, 12, 1.0, 77, 1.0]",0
Ce1Mg1Pt1,"[58, 1.0, 12, 1.0, 78, 1.0]",1
Ce1Mg1Tl1,"[58, 1.0, 12, 1.0, 81, 1.0]",1
Pr1Mg1,"[59, 1.0, 12, 1.0]",1
Pr1Mg1Pt1,"[59, 1.0, 12, 1.0, 78, 1.0]",0
Pr1Mg1Tl1,"[59, 1.0, 12, 1.0, 81, 1.0]",1
Pr4Mg1Ir1,"[59, 4.0, 12, 1.0, 77, 1.0]",0
Nd1Mg1,"[60, 1.0, 12, 1.0]",1
Nd1Mg1Pt1,"[60, 1.0, 12, 1.0, 78, 1.0]",1
Nd1Mg1Au1,"[60, 1.0, 12, 1.0, 79, 1.0]",1
Nd1Mg1Tl1,"[60, 1.0, 12, 1.0, 81, 1.0]",1
Nd4Mg1Ir1,"[60, 4.0, 12, 1.0, 77, 1.0]",1
Pm1Mg1,"[61, 1.0, 12, 1.0]",1
Sm1Mg1,"[62, 1.0, 12, 1.0]",1
Sm1Mg1Pt1,"[62, 1.0, 12, 1.0, 78, 1.0]",0
Sm1Mg1Au1,"[62, 1.0, 12, 1.0, 79, 1.0]",0
Sm1Mg1Tl1,"[62, 1.0, 12, 1.0, 81, 1.0]",1
Sm4Mg1Ir1,"[62, 4.0, 12, 1.0, 77, 1.0]",1
Sm4Mg1Pt1,"[62, 4.0, 12, 1.0, 78, 1.0]",0
Eu1Mg1Tl1,"[63, 1.0, 12, 1.0, 81, 1.0]",1
Eu1Mg1Pb1,"[63, 1.0, 12, 1.0, 82, 1.0]",0
Gd1Mg1,"[64, 1.0, 12, 1.0]",1
Gd1Mg1Pt1,"[64, 1.0, 12, 1.0, 78, 1.0]",1
Gd1Mg1Au1,"[64, 1.0, 12, 1.0, 79, 1.0]",0
Gd1Mg1Tl1,"[64, 1.0, 12, 1.0, 81, 1.0]",1
Tb1Mg1,"[65, 1.0, 12, 1.0]",1
Tb1Mg1Au1,"[65, 1.0, 12, 1.0, 79, 1.0]",1
Tb1Mg1Tl1,"[65, 1.0, 12, 1.0, 81, 1.0]",1
Tb4Mg1Ir1,"[65, 4.0, 12, 1.0, 77, 1.0]",0
Dy1Mg1,"[66, 1.0, 12, 1.0]",1
Dy1Mg1Au1,"[66, 1.0, 12, 1.0, 79, 1.0]",1
Dy1Mg1Tl1,"[66, 1.0, 12, 1.0, 81, 1.0]",0
Dy4Mg1Ir1,"[66, 4.0, 12, 1.0, 77, 1.0]",1
Ho1Mg1,"[67, 1.0, 12, 1.0]",1
Ho1Mg1Tl1,"[67, 1.0, 12, 1.0, 81, 1.0]",1
Er1Mg1,"[68, 1.0, 12, 1.0]",1
Er1Mg1Au1,"[68, 1.0, 12, 1.0, 79, 1.0]",1
Er1Mg1Tl1,"[68, 1.0, 12, 1.0, 81, 1.0]",1
Tm1Mg1,"[69, 1.0, 12, 1.0]",1
Tm1Mg1Au1,"[69, 1.0, 12, 1.0, 79, 1.0]",1
Tm1Mg1Tl1,"[69, 1.0, 12, 1.0, 81, 1.0]",1
Lu1Mg1,"[71, 1.0, 12, 1.0]",1
Lu1Mg1Tl1,"[71, 1.0, 12, 1.0, 81, 1.0]",1
Mg17Al12,"[12, 17.0, 13, 12.0]",1
Ce2Mg17Ru4,"[58, 2.0, 12, 17.0, 44, 4.0]",1
Ba2Mg17,"[56, 2.0, 12, 17.0]",1
Mg1Ir1,"[12, 1.0, 77, 1.0]",1
Mg1Ir2,"[12, 1.0, 77, 2.0]",1
Mg1Pt1,"[12, 1.0, 78, 1.0]",1
Mg1Pt7,"[12, 1.0, 78, 7.0]",1
Mg1Au1,"[12, 1.0, 79, 1.0]",0
Mg1Hg1,"[12, 1.0, 80, 1.0]",0
Mg1Tl1,"[12, 1.0, 81, 1.0]",1
Ba5Mg18Si13,"[56, 5.0, 12, 18.0, 14, 13.0]",1
Ce20Mg19Zn81,"[58, 20.0, 12, 19.0, 30, 81.0]",0
Sr5Mg19Ge12,"[38, 5.0, 12, 19.0, 32, 12.0]",1
Ca4Mg4Fe3H22,"[20, 4.0, 12, 4.0, 26, 3.0, 1, 22.0]",1
Mg21Zn25,"[12, 21.0, 30, 25.0]",1
Mg2Al2Se5,"[12, 2.0, 13, 2.0, 34, 5.0]",1
Mg2Al5Cu6,"[12, 2.0, 13, 5.0, 29, 6.0]",1
Mg2Si1,"[12, 2.0, 14, 1.0]",1
Mg2Si1S4,"[12, 2.0, 14, 1.0, 16, 4.0]",1
Mg2Si1Ni3,"[12, 2.0, 14, 1.0, 28, 3.0]",1
Mg2Cu3Si1,"[12, 2.0, 29, 3.0, 14, 1.0]",1
Mg2Si1Se4,"[12, 2.0, 14, 1.0, 34, 4.0]",1
Mg2Si1Pt1,"[12, 2.0, 14, 1.0, 78, 1.0]",1
Ba1Mg2Si2,"[56, 1.0, 12, 2.0, 14, 2.0]",1
La1Mg2Si2,"[57, 1.0, 12, 2.0, 14, 2.0]",1
Ce1Mg2Si2,"[58, 1.0, 12, 2.0, 14, 2.0]",1
Mg2Ni3P1,"[12, 2.0, 28, 3.0, 15, 1.0]",1
Ba1Mg2P2,"[56, 1.0, 12, 2.0, 15, 2.0]",1
Eu1Mg2P2,"[63, 1.0, 12, 2.0, 15, 2.0]",1
Mg2Co12P7,"[12, 2.0, 27, 12.0, 15, 7.0]",1
Mg2Ge1S4,"[12, 2.0, 32, 1.0, 16, 4.0]",1
Ca1Mg2,"[20, 1.0, 12, 2.0]",1
Ca10Mg2Sb9,"[20, 10.0, 12, 2.0, 51, 9.0]",1
Ca1Mg2As2,"[20, 1.0, 12, 2.0, 33, 2.0]",1
Ca1Mg2Sb2,"[20, 1.0, 12, 2.0, 51, 2.0]",1
Ca1Mg2Bi2,"[20, 1.0, 12, 2.0, 83, 2.0]",1
Mg2Mn1Ga3,"[12, 2.0, 25, 1.0, 31, 3.0]",1
Mg2Co12As7,"[12, 2.0, 27, 12.0, 33, 7.0]",1
Mg2Ni1,"[12, 2.0, 28, 1.0]",1
La1Mg2Ni1,"[57, 1.0, 12, 2.0, 28, 1.0]",1
Ce1Mg2Ni9,"[58, 1.0, 12, 2.0, 28, 9.0]",1
Mg2Cu1,"[12, 2.0, 29, 1.0]",1
Mg2Ga5Cu6,"[12, 2.0, 31, 5.0, 29, 6.0]",1
Y1Mg2Cu9,"[39, 1.0, 12, 2.0, 29, 9.0]",1
La1Mg2Cu9,"[57, 1.0, 12, 2.0, 29, 9.0]",1
Pr1Mg2Cu9,"[59, 1.0, 12, 2.0, 29, 9.0]",1
Nd1Mg2Cu9,"[60, 1.0, 12, 2.0, 29, 9.0]",1
Sm1Mg2Cu9,"[62, 1.0, 12, 2.0, 29, 9.0]",1
Eu1Mg2Cu9,"[63, 1.0, 12, 2.0, 29, 9.0]",1
Tb1Mg2Cu9,"[65, 1.0, 12, 2.0, 29, 9.0]",1
Dy1Mg2Cu9,"[66, 1.0, 12, 2.0, 29, 9.0]",1
Ho1Mg2Cu9,"[67, 1.0, 12, 2.0, 29, 9.0]",1
Mg2Zn11,"[12, 2.0, 30, 11.0]",1
Mg2Ga1,"[12, 2.0, 31, 1.0]",1
Eu1Mg2Ga2,"[63, 1.0, 12, 2.0, 31, 2.0]",1
La6Mg23Si1,"[57, 6.0, 12, 23.0, 14, 1.0]",1
Mg2Ga5,"[12, 2.0, 31, 5.0]",1
La6Mg23P1,"[57, 6.0, 12, 23.0, 15, 1.0]",1
Mg2Ge1,"[12, 2.0, 32, 1.0]",1
Mg2Ge1Se4,"[12, 2.0, 32, 1.0, 34, 4.0]",1
Ba1Mg2Ge2,"[56, 1.0, 12, 2.0, 32, 2.0]",1
Sr1Mg2As2,"[38, 1.0, 12, 2.0, 33, 2.0]",1
Ba1Mg2As2,"[56, 1.0, 12, 2.0, 33, 2.0]",1
Eu1Mg2As2,"[63, 1.0, 12, 2.0, 33, 2.0]",1
Ce6Mg23As1,"[58, 6.0, 12, 23.0, 33, 1.0]",1
La6Mg23Sb1,"[57, 6.0, 12, 23.0, 51, 1.0]",0
Ba6Mg23,"[56, 6.0, 12, 23.0]",1
Sr1Mg2,"[38, 1.0, 12, 2.0]",1
Sr1Mg2Pd1,"[38, 1.0, 12, 2.0, 46, 1.0]",1
Sr1Mg2Sb2,"[38, 1.0, 12, 2.0, 51, 2.0]",1
Sr1Mg2Bi2,"[38, 1.0, 12, 2.0, 83, 2.0]",0
Er2Mg2Ru1,"[68, 2.0, 12, 2.0, 44, 1.0]",1
Mg2Rh1,"[12, 2.0, 45, 1.0]",1
La1Mg2Pd1,"[57, 1.0, 12, 2.0, 46, 1.0]",1
Tm5Mg24,"[69, 5.0, 12, 24.0]",1
Mg2Sn1,"[12, 2.0, 50, 1.0]",1
Ba1Mg2Sn2,"[56, 1.0, 12, 2.0, 50, 2.0]",1
Ba1Mg2Sb2,"[56, 1.0, 12, 2.0, 51, 2.0]",1
Ba1Mg2,"[56, 1.0, 12, 2.0]",1
Ba1Mg2Pb2,"[56, 1.0, 12, 2.0, 82, 2.0]",1
Ba1Mg2Bi2,"[56, 1.0, 12, 2.0, 83, 2.0]",0
Eu1Mg2,"[63, 1.0, 12, 2.0]",1
Eu1Mg2Bi2,"[63, 1.0, 12, 2.0, 83, 2.0]",1
Gd1Mg2,"[64, 1.0, 12, 2.0]",1
Mg2Ir3,"[12, 2.0, 77, 3.0]",1
Mg2Pt1,"[12, 2.0, 78, 1.0]",1
Mg2Au1,"[12, 2.0, 79, 1.0]",1
Mg2Pb1,"[12, 2.0, 82, 1.0]",1
Mg3Ti2Al18,"[12, 3.0, 22, 2.0, 13, 18.0]",1
Mg3Al18V2,"[12, 3.0, 13, 18.0, 23, 2.0]",1
Mg3Al18Cr2,"[12, 3.0, 13, 18.0, 24, 2.0]",1
Mg3Al18Mo2,"[12, 3.0, 13, 18.0, 42, 2.0]",1
Mg3Ta2Al18,"[12, 3.0, 73, 2.0, 13, 18.0]",1
Mg3Al18W2,"[12, 3.0, 13, 18.0, 74, 2.0]",0
Ba2Mg3Si4,"[56, 2.0, 12, 3.0, 14, 4.0]",1
Mg3Si8Ir3,"[12, 3.0, 14, 8.0, 77, 3.0]",1
Mg3P2,"[12, 3.0, 15, 2.0]",1
Mg3Ni20P6,"[12, 3.0, 28, 20.0, 15, 6.0]",1
Mg3Ti1Ni2,"[12, 3.0, 22, 1.0, 28, 2.0]",1
Li2Mg1H2N2,"[3, 2.0, 12, 1.0, 1, 2.0, 7, 2.0]",1
Mg3Ga7Co2,"[12, 3.0, 31, 7.0, 27, 2.0]",1
Pr4Mg3Co2,"[59, 4.0, 12, 3.0, 27, 2.0]",1
Nd4Mg3Co2,"[60, 4.0, 12, 3.0, 27, 2.0]",1
Sm4Mg3Co2,"[62, 4.0, 12, 3.0, 27, 2.0]",1
Tb4Mg3Co2,"[65, 4.0, 12, 3.0, 27, 2.0]",1
Dy4Mg3Co2,"[66, 4.0, 12, 3.0, 27, 2.0]",1
Tb2Mg3Ni2,"[65, 2.0, 12, 3.0, 28, 2.0]",1
Mg3As2,"[12, 3.0, 33, 2.0]",1
Mg3Ru2,"[12, 3.0, 44, 2.0]",1
Mg3Rh1,"[12, 3.0, 45, 1.0]",1
Mg3Pd1,"[12, 3.0, 46, 1.0]",1
Mg3Pd5,"[12, 3.0, 46, 5.0]",1
La4Mg3Ag10,"[57, 4.0, 12, 3.0, 47, 10.0]",1
Mg3Cd1,"[12, 3.0, 48, 1.0]",1
Mg3In1,"[12, 3.0, 49, 1.0]",1
Mg3Sb2,"[12, 3.0, 51, 2.0]",1
La1Mg3,"[57, 1.0, 12, 3.0]",1
Ce1Mg3,"[58, 1.0, 12, 3.0]",1
Pr1Mg3,"[59, 1.0, 12, 3.0]",1
Nd1Mg3,"[60, 1.0, 12, 3.0]",1
Sm1Mg3,"[62, 1.0, 12, 3.0]",1
Tb1Mg3,"[65, 1.0, 12, 3.0]",1
Dy1Mg3,"[66, 1.0, 12, 3.0]",1
Mg3Ir1,"[12, 3.0, 77, 1.0]",1
Mg3Pt1,"[12, 3.0, 78, 1.0]",0
Mg3Au1,"[12, 3.0, 79, 1.0]",1
Mg3Bi2,"[12, 3.0, 83, 2.0]",0
Ba1Mg4Si3,"[56, 1.0, 12, 4.0, 14, 3.0]",1
Mg4P6Rh7,"[12, 4.0, 15, 6.0, 45, 7.0]",1
La23Mg4Ni7,"[57, 23.0, 12, 4.0, 28, 7.0]",1
Pr23Mg4Ni7,"[59, 23.0, 12, 4.0, 28, 7.0]",1
Nd23Mg4Ni7,"[60, 23.0, 12, 4.0, 28, 7.0]",1
La1Mg4Cu1,"[57, 1.0, 12, 4.0, 29, 1.0]",1
Tb1Mg4Cu1,"[65, 1.0, 12, 4.0, 29, 1.0]",1
Ba1Mg4Ge3,"[56, 1.0, 12, 4.0, 32, 3.0]",1
Mg4As6Rh7,"[12, 4.0, 33, 6.0, 45, 7.0]",1
Mg4As6Ir7,"[12, 4.0, 33, 6.0, 77, 7.0]",1
Mg44Rh7,"[12, 44.0, 45, 7.0]",0
La23Mg4Rh7,"[57, 23.0, 12, 4.0, 45, 7.0]",1
Pr23Mg4Rh7,"[59, 23.0, 12, 4.0, 45, 7.0]",1
Nd23Mg4Rh7,"[60, 23.0, 12, 4.0, 45, 7.0]",1
Mg44Ir7,"[12, 44.0, 77, 7.0]",0
La23Mg4Ir7,"[57, 23.0, 12, 4.0, 77, 7.0]",1
La23Mg4Pt7,"[57, 23.0, 12, 4.0, 78, 7.0]",1
Pr23Mg4Pt7,"[59, 23.0, 12, 4.0, 78, 7.0]",1
Nd23Mg4Ir7,"[60, 23.0, 12, 4.0, 77, 7.0]",1
Nd23Mg4Pt7,"[60, 23.0, 12, 4.0, 78, 7.0]",1
Sm23Mg4Pt7,"[62, 23.0, 12, 4.0, 78, 7.0]",1
Mg1H24Cl2O12,"[12, 1.0, 1, 24.0, 17, 2.0, 8, 12.0]",1
Mg2Cd1H24Br6O12,"[12, 2.0, 48, 1.0, 1, 24.0, 35, 6.0, 8, 12.0]",1
Mg5Si16Pd10,"[12, 5.0, 14, 16.0, 46, 10.0]",1
Mg5Si16Pt10,"[12, 5.0, 14, 16.0, 78, 10.0]",1
Eu3Mg5Si5,"[63, 3.0, 12, 5.0, 14, 5.0]",1
Mg5Ni9P7,"[12, 5.0, 28, 9.0, 15, 7.0]",1
K2Mg5Sn3,"[19, 2.0, 12, 5.0, 50, 3.0]",1
Mg5Ga2,"[12, 5.0, 31, 2.0]",1
Eu3Mg5Ge5,"[63, 3.0, 12, 5.0, 32, 5.0]",1
Pr4Mg5Ge6,"[59, 4.0, 12, 5.0, 32, 6.0]",1
Ce1Mg5Ru2,"[58, 1.0, 12, 5.0, 44, 2.0]",1
Mg5Rh2,"[12, 5.0, 45, 2.0]",1
Mg5Pd2,"[12, 5.0, 46, 2.0]",1
Mg5Hg3,"[12, 5.0, 80, 3.0]",0
Ba6Mg7H26,"[56, 6.0, 12, 7.0, 1, 26.0]",1
Mg6Si7Ni16,"[12, 6.0, 14, 7.0, 28, 16.0]",1
Mg6Cu16Si7,"[12, 6.0, 29, 16.0, 14, 7.0]",1
Mg6Ni16Ge7,"[12, 6.0, 28, 16.0, 32, 7.0]",1
Mg6Ni16As7,"[12, 6.0, 28, 16.0, 33, 7.0]",1
Ce4Mg7Ge6,"[58, 4.0, 12, 7.0, 32, 6.0]",1
Pr4Mg7Ge6,"[59, 4.0, 12, 7.0, 32, 6.0]",1
Nd4Mg7Ge6,"[60, 4.0, 12, 7.0, 32, 6.0]",1
Sm4Mg7Ge6,"[62, 4.0, 12, 7.0, 32, 6.0]",1
Mg3H2S2O10,"[12, 3.0, 1, 2.0, 16, 2.0, 8, 10.0]",1
Mg1H2Cl2O1,"[12, 1.0, 1, 2.0, 17, 2.0, 8, 1.0]",1
Na1Mg3P3H2O12,"[11, 1.0, 12, 3.0, 15, 3.0, 1, 2.0, 8, 12.0]",1
Mg3Si4H2O12,"[12, 3.0, 14, 4.0, 1, 2.0, 8, 12.0]",1
Mg1H2O2,"[12, 1.0, 1, 2.0, 8, 2.0]",1
Ca2Mg5Si8H2O24,"[20, 2.0, 12, 5.0, 14, 8.0, 1, 2.0, 8, 24.0]",1
Ce5Mg8Ge8,"[58, 5.0, 12, 8.0, 32, 8.0]",1
Mg1H2S1O5,"[12, 1.0, 1, 2.0, 16, 1.0, 8, 5.0]",1
Mg1H2Se1O5,"[12, 1.0, 1, 2.0, 34, 1.0, 8, 5.0]",1
Mg1Mo1H2O5,"[12, 1.0, 42, 1.0, 1, 2.0, 8, 5.0]",1
Mg1H2Se2O8,"[12, 1.0, 1, 2.0, 34, 2.0, 8, 8.0]",1
Mg1Sb2H2F14,"[12, 1.0, 51, 2.0, 1, 2.0, 9, 14.0]",1
Na1Mg1H3,"[11, 1.0, 12, 1.0, 1, 3.0]",1
K1Mg1H3,"[19, 1.0, 12, 1.0, 1, 3.0]",1
Rb1Mg1H3,"[37, 1.0, 12, 1.0, 1, 3.0]",1
Cs1Mg1H3,"[55, 1.0, 12, 1.0, 1, 3.0]",1
Li4Mg1H3N3,"[3, 4.0, 12, 1.0, 1, 3.0, 7, 3.0]",1
K2Mg1H4,"[19, 2.0, 12, 1.0, 1, 4.0]",1
Ca1Mg1Ni1H4,"[20, 1.0, 12, 1.0, 28, 1.0, 1, 4.0]",1
Sr1Mg1Ni1H4,"[38, 1.0, 12, 1.0, 28, 1.0, 1, 4.0]",1
Ce1Mg1Ni4H4,"[58, 1.0, 12, 1.0, 28, 4.0, 1, 4.0]",1
Sr1Mg1H4,"[38, 1.0, 12, 1.0, 1, 4.0]",1
Eu1Mg1H4,"[63, 1.0, 12, 1.0, 1, 4.0]",1
Mg2Ni1H4,"[12, 2.0, 28, 1.0, 1, 4.0]",1
Mg1P6H4N12,"[12, 1.0, 15, 6.0, 1, 4.0, 7, 12.0]",1
Mg1H4N2,"[12, 1.0, 1, 4.0, 7, 2.0]",1
K2Mg1Mo2H4O10,"[19, 2.0, 12, 1.0, 42, 2.0, 1, 4.0, 8, 10.0]",1
Ca2Mg1As2H4O10,"[20, 2.0, 12, 1.0, 33, 2.0, 1, 4.0, 8, 10.0]",1
Mg3Fe2H4Se6O20,"[12, 3.0, 26, 2.0, 1, 4.0, 34, 6.0, 8, 20.0]",1
Mg1H4Cl2O2,"[12, 1.0, 1, 4.0, 17, 2.0, 8, 2.0]",1
Mg7P6H4O24,"[12, 7.0, 15, 6.0, 1, 4.0, 8, 24.0]",1
Mg1H4Se1O5,"[12, 1.0, 1, 4.0, 34, 1.0, 8, 5.0]",1
Mg3Si2H4O9,"[12, 3.0, 14, 2.0, 1, 4.0, 8, 9.0]",1
Cs3Mg1H5,"[55, 3.0, 12, 1.0, 1, 5.0]",1
Mg2Co1H5,"[12, 2.0, 27, 1.0, 1, 5.0]",1
Ca19Mg8H54,"[20, 19.0, 12, 8.0, 1, 54.0]",0
Mg45Si32H58O138,"[12, 45.0, 14, 32.0, 1, 58.0, 8, 138.0]",0
Li3Mg1Zn5B15H60,"[3, 3.0, 12, 1.0, 30, 5.0, 5, 15.0, 1, 60.0]",0
Na2Mg2Ni1H6,"[11, 2.0, 12, 2.0, 28, 1.0, 1, 6.0]",1
Ba2Mg1H6,"[56, 2.0, 12, 1.0, 1, 6.0]",1
Mg2Fe1H6,"[12, 2.0, 26, 1.0, 1, 6.0]",1
Mg2H6Ru1,"[12, 2.0, 1, 6.0, 44, 1.0]",1
Eu1Mg2H6,"[63, 1.0, 12, 2.0, 1, 6.0]",1
Mg2H6Os1,"[12, 2.0, 1, 6.0, 76, 1.0]",1
Li1Mg1Al1H6,"[3, 1.0, 12, 1.0, 13, 1.0, 1, 6.0]",1
Li1Mg1H6Ir1,"[3, 1.0, 12, 1.0, 1, 6.0, 77, 1.0]",0
Mg1H6N2Cl2,"[12, 1.0, 1, 6.0, 7, 2.0, 17, 2.0]",1
Mg1H6Br2N2,"[12, 1.0, 1, 6.0, 35, 2.0, 7, 2.0]",1
Mg1H6S4O16,"[12, 1.0, 1, 6.0, 16, 4.0, 8, 16.0]",1
Rb4Mg1Fe8H6Se16O50,"[37, 4.0, 12, 1.0, 26, 8.0, 1, 6.0, 34, 16.0, 8, 50.0]",0
La1Mg2H7,"[57, 1.0, 12, 2.0, 1, 7.0]",1
Ce1Mg2H7,"[58, 1.0, 12, 2.0, 1, 7.0]",1
Mg3Mn1H7,"[12, 3.0, 25, 1.0, 1, 7.0]",1
Mg3Tc1H7,"[12, 3.0, 43, 1.0, 1, 7.0]",1
Mg3Re1H7,"[12, 3.0, 75, 1.0, 1, 7.0]",1
Li1Mg2H7Ru1,"[3, 1.0, 12, 2.0, 1, 7.0, 44, 1.0]",1
La2Mg1Ni2H8,"[57, 2.0, 12, 1.0, 28, 2.0, 1, 8.0]",1
Sr1Mg2Fe1H8,"[38, 1.0, 12, 2.0, 26, 1.0, 1, 8.0]",1
Ba1Mg2Fe1H8,"[56, 1.0, 12, 2.0, 26, 1.0, 1, 8.0]",1
Ba1Mg2H8Ru1,"[56, 1.0, 12, 2.0, 1, 8.0, 44, 1.0]",1
Ba1Mg2H8Os1,"[56, 1.0, 12, 2.0, 1, 8.0, 76, 1.0]",0
Mg1B2H8,"[12, 1.0, 5, 2.0, 1, 8.0]",1
K2Mg1H8C2O10,"[19, 2.0, 12, 1.0, 1, 8.0, 6, 2.0, 8, 10.0]",1
Rb2Mg1H8C2O10,"[37, 2.0, 12, 1.0, 1, 8.0, 6, 2.0, 8, 10.0]",1
Cs2Mg1H8C2O10,"[55, 2.0, 12, 1.0, 1, 8.0, 6, 2.0, 8, 10.0]",1
K2Mg1H8N4,"[19, 2.0, 12, 1.0, 1, 8.0, 7, 4.0]",1
Mg1P2H8O10,"[12, 1.0, 15, 2.0, 1, 8.0, 8, 10.0]",1
K2Mg1H8S2O12,"[19, 2.0, 12, 1.0, 1, 8.0, 16, 2.0, 8, 12.0]",1
Mg1H8Cl2O12,"[12, 1.0, 1, 8.0, 17, 2.0, 8, 12.0]",1
K2Mg1P4H8O16,"[19, 2.0, 12, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
Rb2Mg1P4H8O16,"[37, 2.0, 12, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
Cs2Mg1P4H8O16,"[55, 2.0, 12, 1.0, 15, 4.0, 1, 8.0, 8, 16.0]",1
Mg7P2H8O16,"[12, 7.0, 15, 2.0, 1, 8.0, 8, 16.0]",1
Mg1H8Cl2O4,"[12, 1.0, 1, 8.0, 17, 2.0, 8, 4.0]",1
Li1Ca10Mg1Sb9,"[3, 1.0, 20, 10.0, 12, 1.0, 51, 9.0]",1
Li1Mg1As1,"[3, 1.0, 12, 1.0, 33, 1.0]",1
Li1Mg1Sn1Pd1,"[3, 1.0, 12, 1.0, 50, 1.0, 46, 1.0]",1
Li1Mg1Sn1Pt1,"[3, 1.0, 12, 1.0, 50, 1.0, 78, 1.0]",1
Li1Mg1Sb1,"[3, 1.0, 12, 1.0, 51, 1.0]",1
Li1Mg1Bi1,"[3, 1.0, 12, 1.0, 83, 1.0]",1
Li1Mg3P3O11,"[3, 1.0, 12, 3.0, 15, 3.0, 8, 11.0]",1
Li1Mg1In1Mo3O12,"[3, 1.0, 12, 1.0, 49, 1.0, 42, 3.0, 8, 12.0]",1
Li1Mg1P1O4,"[3, 1.0, 12, 1.0, 15, 1.0, 8, 4.0]",1
Li1Mg1V1O4,"[3, 1.0, 12, 1.0, 23, 1.0, 8, 4.0]",1
Na1Li1Mg1P1O4F1,"[11, 1.0, 3, 1.0, 12, 1.0, 15, 1.0, 8, 4.0, 9, 1.0]",1
Li1Mg1Al1F6,"[3, 1.0, 12, 1.0, 13, 1.0, 9, 6.0]",1
Li2Mg1Si1,"[3, 2.0, 12, 1.0, 14, 1.0]",1
Li2Mg1In1,"[3, 2.0, 12, 1.0, 49, 1.0]",1
Ba1Li2Mg2Si2,"[56, 1.0, 3, 2.0, 12, 2.0, 14, 2.0]",1
Ba1Li2Mg2Ge2,"[56, 1.0, 3, 2.0, 12, 2.0, 32, 2.0]",1
Li2Mg10B12Rh19,"[3, 2.0, 12, 10.0, 5, 12.0, 45, 19.0]",1
Li2Mg2S3O12,"[3, 2.0, 12, 2.0, 16, 3.0, 8, 12.0]",1
Li2Mg1Si1O4,"[3, 2.0, 12, 1.0, 14, 1.0, 8, 4.0]",1
Li2Mg1Ge1O4,"[3, 2.0, 12, 1.0, 32, 1.0, 8, 4.0]",1
Li2Mg1Mn3O8,"[3, 2.0, 12, 1.0, 25, 3.0, 8, 8.0]",1
Li4Ca2Mg1Si2N6,"[3, 4.0, 20, 2.0, 12, 1.0, 14, 2.0, 7, 6.0]",1
Li7Mg8Zn9,"[3, 7.0, 12, 8.0, 30, 9.0]",1
